name,description,price,barcode,available_items,category,brand
Crab,"Release Left Metatarsal, Open Approach",179,189912885-9,7,Crab,"Nelco Laboratories, Inc."
Nortriptyline Hydrochloride,"Resection of Vagina, Percutaneous Endoscopic Approach",789,961552466-2,8,Nortriptyline Hydrochloride,Unit Dose Services
morphine sulfate,"Insert Pace, Singl Cham in Chest Subcu/Fascia, Open",450,541880565-7,3,Kadian,Actavis Kadian LLC
Phenytoin Sodium,"Measurement of Cardiac Output, External Approach",69,473267082-2,6,Dilantin,"Aphena Pharma Solutions - Tennessee, Inc."
SILVER SULFADIAZINE,"Dilation of Hepatic Artery with Intralum Dev, Open Approach",463,932754008-5,2,SILVADENE,A-S Medication Solutions LLC
Doxazosin Mesylate,"Inspection of Right Toe Phalangeal Joint, Perc Approach",846,113528277-3,6,Doxazosin Mesylate,"DAVA Pharmaceuticals, Inc."
"Eucalyptol, Menthol, Methyl Salicylate, Thymol","Dilation of Right Common Carotid Artery, Open Approach",133,074237839-X,9,Advanced Citrus Antiseptic,"Publix Supermarkets, Inc"
Folic Acid,"Removal of Synth Sub from R Knee Jt, Perc Endo Approach",355,473951957-7,5,Folic Acid,AvPAK
Neomycin Sulfate,"Repair Prepuce, Percutaneous Approach",771,134387115-8,7,Neo-Fradin,"X-GEN Pharmaceuticals, Inc."
omeprazole,"Revision of Intraluminal Device in Low Vein, Extern Approach",801,684972730-3,1,Omeprazole,"PD-Rx Pharmaceuticals, Inc."
Insomnia 2,"Extirpation of Matter from Right Vocal Cord, Via Opening",162,412396739-6,2,NHS Insomnia 2,Natural Health Supply
Penicillium notatum,"Revision of Drainage Device in Cerv Disc, Open Approach",995,670964925-3,9,Penicillium notatum,"Antigen Laboratories, Inc."
olmesartan medoxomil-hydrochlorothiazide,"Drainage of Sigmoid Colon, Open Approach, Diagnostic",917,189708312-2,8,Benicar HCT,"Daiichi Sankyo, Inc."
Dextroamphetamine Sulfate,"Destruction of Right External Auditory Canal, Via Opening",845,759722381-1,5,Dextroamphetamine Sulfate,Barr Laboratories Inc.
"American Ginseng, Black Cohosh, Spigelia Anthelmia, Silver Nitrate, Arsenic Trioxide, Gold, Strychnos Ignatti Seed, Lachesis Muta Venom, Lycopodium Clavatum Spore, Sodium Chloride, Phosphoric Acid, Platinum, Pulsatilla Vulgaris, Sepia Officinalis Juice, Thuja Occidentalis Leafy Twig,","Supplement Intracran Vein w Nonaut Sub, Perc Endo",386,396551158-0,4,DEPRESSION,"Natural Creations, Inc."
Alcohol,"Bypass Bi Vas Deferens to R Epidid w Synth Sub, Open",684,428921259-X,2,Cool Clementine anti-bacterial SCENTED HAND SANITIZER,Best Accessory Group
BETAMETHASONE DIPROPIONATE,"Inspection of Thoracic Vertebral Joint, Open Approach",109,263092449-1,9,BETAMETHASONE DIPROPIONATE,STAT RX USA LLC
LEDUM PALUSTRE TWIG,"Bypass Colic Vein to Low Vein w Autol Art, Perc Endo",701,116739704-5,10,LEDUM PAL.,Hyland's
Anticavity and Antigingivitis Whitening Fluoride,HDR Brachytherapy of Gallbladder using Oth Isotope,370,047925427-3,7,Walgreens Anticavity and Antigingivits Whitening Fluoride Toothpaste,"Team Technologies, Inc"
American Elm,"Drainage of C-thor Disc, Perc Endo Approach",997,588657539-1,3,American Elm,"Nelco Laboratories, Inc."
Fusarium vasinfectum,"Dilation of Colic Vein with Intralum Dev, Perc Endo Approach",277,053614759-0,8,"Molds, Rusts and Smuts, Fusarium vasinfectum",Jubilant HollisterStier LLC
Earwax Removal Aid,"Drainage of Epiglottis, Percutaneous Endoscopic Approach",308,489590600-0,9,Earwax Removal Aid,McKesson
acetaminophen and codeine phosphate,"Drainage of Right Hand Bursa and Ligament, Perc Approach",882,426100243-4,10,Acetaminophen And Codeine,Qualitest Pharmaceuticals
"Cimicifuga Racemosa Root, Bryonia Alba Root","Release Thoracic Vertebral Joint, Open Approach",804,246566615-0,6,Antina 40 (Number 48),Paramesh Banerji Life Sciences LLC
"CALCIUM CITRATE, CALCIUM CARBONATE, POTASSIUM IODIDE, MAGNESIUM CITRATE, ZINC CITRATE, COPPER GLUCONATE, and FERROUS FUMARATE","Occlusion of Right Ureter with Extralum Dev, Open Approach",974,822953857-3,7,PRENATAL CHELATED MINERAL,"USANA Health Sciences, Inc."
cladosporium cladosporioides,Beam Radiation of Brain Stem using Electrons,645,392958360-7,1,HORMODENDRUM CLADOSPORIUM CLADOSPORIOIDES,"Allergy Laboratories, Inc."
telmisartan,"Irrigation of Nose using Irrigat, Via Opening, Diagn",252,112205808-X,3,Micardis,"Boehringer Ingelheim Pharmaceuticals, Inc."
Isosorbide Mononitrate,"Replacement of Bi Breast using GAP Flap, Open Approach",917,760162054-9,6,Isosorbide Mononitrate,McKesson Contract Packaging
Glyburide,"Extraction of Right Pleura, Open Approach",623,536545928-8,2,Glyburide,West-Ward Pharmaceutical Corp
Terazosin Hydrochloride,Plain Radiography of Right Knee using Other Contrast,291,144172283-1,10,Terazosin Hydrochloride,REMEDYREPACK INC.
Ibuprofen,"Bypass R Com Iliac Art to B Femor A w Autol Art, Perc Endo",286,293390287-7,8,Equaline ibuprofen,Supervalu Inc
Metoprolol Tartrate,"Release Right Lower Leg Tendon, External Approach",5,191772676-7,8,Metoprolol Tartrate,American Health Packaging
Polyethylene Glycol 3350,"Excision of Left Axillary Lymphatic, Open Approach, Diagn",830,407525492-5,6,equaline clearlax,Supervalu Inc
Glycerin,"Occlusion of R Femor Vein with Extralum Dev, Perc Approach",218,549247155-4,9,Humco Glycerin and Artificial Rose Water,"Humco Holding Gruop, Inc."
Octinoxate and Oxybenzone,"Occlusion of Upper Vein with Extralum Dev, Perc Approach",628,279343869-3,5,LBEL divine lip gloss SPF 15,Ventura International LTD
Salicylic Acid,"Removal of Nonaut Sub from R Breast, Via Opening",891,692963299-6,9,Acne Wash Oil-Free,American Sales Company
Oxygen,"Dilate R Brach Art, Bifurc, w 2 Drug-elut, Open",896,259027681-8,2,Oxygen,"Keeler's Medical Supply, Inc."
furosemide,"Supplement Stomach with Autol Sub, Via Opening",757,472988306-3,5,Furosemide,Qualitest Pharmaceuticals
Undecylenic Acid,"Bypass L Subclav Art to L Low Arm Art w Autol Vn, Open",1,636103940-4,2,Fiore Rx Coral Sorbet Antifungal Nail Polish,"Cosco International, Inc."
"SULFACETAMIDE SODIUM, SULFUR","Destruction of Left External Iliac Vein, Perc Approach",475,428416592-5,5,"Sodium Sulfacetamide, Sulfur","BioComp Pharma, Inc."
azithromycin,"Removal of Artificial Sphincter from Anus, Endo",746,969149511-2,3,Zithromax,"PD-Rx Pharmaceuticals, Inc."
"Titanium Dioxide, Octinoxate, Octisalate, Zinc Oxide","Replacement of R Fibula with Nonaut Sub, Perc Endo Approach",458,552895975-6,2,IPKN MOIST AND FIRM BB 01 FAIR,"Inel Cosmetics Co., Ltd."
"Influenzinum, Aralia quinquefolia, Arsenicum alb., Bryonia, Euphrasia, Gaultheria procumbens, Gelsemium, Hepar sulph. calc., Histaminum hydrochloricum, Hydrastis, Kali bic., Merc. viv., Phosphorus, Pulsatilla, Rhus toxicodendron, Sabadilla, Salvia, Sticta, Verbascum, Echinacea, Hydrastis","Drainage of Right Ulnar Artery, Perc Endo Approach, Diagn",829,027269736-2,10,Cold Cough,"Newton Laboratories, Inc."
ursodiol,"Extirpation of Matter from Left Nipple, External Approach",495,126052587-2,2,Ursodiol,"UDL Laboratories, Inc."
furosemide,"Drain of R Mid Lobe Bronc with Drain Dev, Perc Endo Approach",485,559801482-3,4,Furosemide,REMEDYREPACK INC.
Armodafinil,"Removal of Infusion Dev from R Pleural Cav, Extern Approach",891,577847083-5,6,Nuvigil,"Cephalon, Inc."
Octinoxate,"Drainage of L Toe Phalanx with Drain Dev, Perc Endo Approach",814,091086475-6,2,LBEL FILLING EFFECT FOUNDATION SPF 10,Ventura International LTD
Acetaminophen,"Control Bleeding in Pericardial Cavity, Perc Approach",758,173432908-4,9,equaline pain relief,Supervalu Inc
lamotrigine extended release,"Occlusion of Rectum with Intraluminal Device, Via Opening",411,777494052-9,1,Lamotrigine Extended Release,Par Pharmaceutical Inc.
AMMONIUM MURIATICUM,"Extirpation of Matter from Lesser Omentum, Open Approach",128,311399462-4,8,AMMONIUM MURIATICUM,HOMEOLAB USA INC.
MERCURIC IODIDE,"Supplement Lower Back with Nonaut Sub, Perc Endo Approach",950,223881170-2,3,Sore Throat Left Side,Natural Health Supply
"Oxybenzone, Octinoxate, Petrolatum","Bursae and Ligaments, Destruction",460,570902805-3,1,Care One Moisture SPF 15 Lip Balm,American Sales Company
Citalopram Hydrobromide,"Drainage of Right Ureter, Open Approach, Diagnostic",798,037380228-5,4,Citalopram Hydrobromide,REMEDYREPACK INC.
"lactic acid, l-","Supplement Left Lower Femur with Synth Sub, Perc Approach",502,026022899-0,3,Pleo Sanuvis,Sanum Kehlbeck GmbH & Co. KG
doxycycline hyclate,"Dilate R Ext Iliac Art, Bifurc, w 4+ Intralum Dev, Open",303,028222842-X,7,doxycycline hyclate,"Safecor Health, LLC"
Levothyroxine Sodium,"Removal of Drainage Device from Pleura, Via Opening",241,513624553-0,8,Levothyroxine Sodium,REMEDYREPACK INC.
Titanium dioxide,Stereotactic Particulate Radiosurgery of Sinuses,384,548753013-0,2,La RochePosay Laboratoire Dermatologique,L'Oreal USA Products Inc
"Althaea Officinalis, CAlendula Officinalis, Croton Tiglium, Natrum Muriaticum, Plantago Major, Rhus Toxicodendron","Extirpation of Matter from Sacral Plexus, Perc Endo Approach",398,165350060-3,6,Shingles Rescue,"Peaceful Mountain, Inc."
Cephalexin,"Excision of Left Palatine Bone, Open Approach",768,756113703-6,9,Cephalexin,OrchidPharma Inc
MAGNESIUM CITRATE,"Supplement Sciatic Nerve with Autol Sub, Perc Approach",981,314260772-2,10,EZ2go Stimu-Lax,"Valley Medical Products, LLC"
Aurum Hypericum Stibium Special Order,"Excision of Right Face Vein, Perc Endo Approach",861,677255203-2,3,Aurum Hypericum Stibium Special Order,Uriel Pharmacy Inc.
Benzocaine,"Extirpation of Matter from Sacral Symp Nrv, Perc Approach",391,403601516-8,10,Mark 3,"Cargus International, Inc."
insulin aspart,"Revise of Drain Dev in Scrotum & Tunica, Perc Endo Approach",157,406620897-5,9,NovoLog,Novo Nordisk
"OCTINOXATE, ZINC OXIDE","Replace Ant Neck Subcu/Fascia w Nonaut Sub, Open",969,692801678-7,1,Planet Sun SPF 30,"Shine & Pretty (USA), Corp."
Aluminum Zirconium Tetrachlorohydrex,"Supplement Face with Nonaut Sub, Perc Endo Approach",497,405332298-7,7,Right Guard Xtreme Clear,VVF Illinois Services LLC
Hydroxyzine Hydrochloride,"Supplement Cul-de-sac with Nonaut Sub, Via Opening",217,573247188-X,10,Hydroxyzine Hydrochloride,"Morton Grove Pharmaceuticals, Inc."
ERYTHROMYCIN,"Dilate L Com Carotid w Drug-elut Intra, Perc Endo",399,141062863-9,6,ERYTHROMYCIN,"Morton Grove Pharmaceuticals, Inc."
Isosorbide Mononitrate,"Removal of Autol Sub from R Clavicle, Open Approach",756,225663984-3,2,Isosorbide Mononitrate,Zydus Pharmaceuticals (USA) Inc.
calcium carbonate,"Occlusion of Bladder Neck, Open Approach",24,360941466-9,5,Green Guard Stomach Relief,Unifirst First Aid Corporation
camphor (synthetic),"Supplement Left Parietal Bone with Synth Sub, Open Approach",942,849930560-1,2,Vicks VapoSteam,Procter & Gamble Manufacturing Company
Miconazole,"Revision of Autol Sub in Thoracic Duct, Extern Approach",749,336662317-9,1,Rash Relief Antifungal,Touchless Care Concepts LLC
Gabapentin,"Replacement of Left Orbit with Autol Sub, Perc Approach",488,741482003-3,7,Gabapentin,"Aphena Pharma Solutions - Tennessee, Inc."
Pyrithione Zinc,"Restriction of Right Anterior Tibial Artery, Perc Approach",507,788732210-3,7,GKhair Anti-Dandruff,Van Tibolli Beauty Corp.
Fluconazole,"Revise Monitor Dev in Low Intest Tract, Perc Endo",679,372699824-1,1,Fluconazole,Proficient Rx LP
Juniper Western,"Excision of Left Hand Tendon, Open Approach",1,282962994-9,9,JUNIPERUS CALIFORNICA POLLEN,"ALK-Abello, Inc."
"Alfalfa, Ambra Grisea, Anacardium Orientale, Argenticum Nitricum, Aurum Metallicum, Avena Sativa, Caladium Seguinum, Calcarea Carbonica, Cocculus Indicus, Gelsemium, Ignatia Amara, Kali Phosphoricum, Lycopodium, Natrum Muriaticum, Nux Vomica, Phosphoricum Acidum, Phosphorus, Selenium, Sepia, Silicea, Sulphur","Revision of Drainage Device in Vas Deferens, Extern Approach",715,551259619-5,5,Energy Enhancer,"Lifewave, Inc."
glipizide,"Repair Pulmonary Valve, Percutaneous Approach",487,040617380-X,9,glipizide,REMEDYREPACK INC.
UNDECYLENIC ACID,"Drainage of Accessory Nerve, Perc Endo Approach, Diagn",482,273699353-5,9,UNDECYLENIC ACID,RiteAid
Clonidine Hydrochloride,"Insertion of Radioactive Element into L Nipple, Via Opening",409,250073555-9,9,Clonidine Hydrochloride,American Health Packaging
Acremonium strictum,"Revision of Autol Sub in R Toe Phalanx, Open Approach",85,007700772-7,9,Acremonium strictum,"Nelco Laboratories, Inc."
Doxycycline,"Occlusion of Right Upper Lobe Bronchus, Perc Approach",526,632949441-X,4,Doxycycline,Mylan Pharmaceuticals Inc.
Anticoagulant Citrate Phosphate Dextrose Adenine,"MRI of L Calcaneus using Oth Contrast, Unenh, Enhance",399,512044402-4,6,CPDA-1,"Fenwal, Inc."
FENTANYL,"Reposition R Acromioclav Jt with Int Fix, Open Approach",898,052604829-8,4,FENTANYL,Apotex Corp.
"Penicillium Notatum, Penicillium Frequentans, Aconitum Napellus, Ferrum Phosphoricum",Osteopathic Treatment of Abd using L Velocity H Ampl Forces,879,891841238-X,8,Immune Support System,"ABCO Laboratories, Inc."
Fluconazole,"Supplement L Up Leg Tendon w Nonaut Sub, Perc Endo",787,148409967-2,8,Fluconazole,Citron Pharma LLC
Carvedilol,"Removal of Monitoring Device from Low Art, Extern Approach",352,119998443-4,1,Carvedilol,REMEDYREPACK INC.
Hydrogen Peroxide,"Reposition Right Occipital Bone with Int Fix, Open Approach",771,945561212-7,8,Hydrogen Peroxide,Walgreens
anastrozole,PET Imag of Heart using Oth Radionuclide,509,882059602-4,7,Anastrozole,Mylan Pharmaceuticals Inc.
"OCTINOXATE, TITANIUM DIOXIDE","Revision of Nonaut Sub in L Radius, Extern Approach",537,292360629-9,4,Capture Totale Radiance Restoring Serum Foundation SPF 15 020,Parfums Christian Dior
Phenol,"Extirpation of Matter from L Int Carotid, Perc Endo Approach",501,659046921-0,9,care one sore throat,American Sales Company
pregabalin,"Resection of Left Eustachian Tube, Perc Endo Approach",949,924183596-6,9,Lyrica,Cardinal Health
povidone-iodine and isopropyl alcohol,"Measurement of Intracranial Temperature, Via Opening",488,130840155-8,4,Prevail-FX One Step,"Productos Urologos de Mexico, S.A. de C.V."
"Berberis vulgaris, Bryonia, Carduus marianus, Chelidonium majus, Cholesterinum, Cinchona officinalis, Colocynthis, Dioscorea villosa, Lycopodium clavatum, Natrum sulphuricum","Removal of Stim Lead from Anal Sphincter, Perc Approach",301,056558720-X,6,Gallplex,King Bio Inc.
Oxymetazoline HCl,"Repair Left Acromioclavicular Joint, Perc Endo Approach",468,715249152-6,9,Sunmark Nasal,McKesson
Miconazole Nitrate,"Destruction of Sacrum, Open Approach",872,764612181-9,4,Athletes Foot,Walgreen Company
Promethazine Hydrochloride,"Dilate 4+ Cor Art, Bifurc, w Drug-elut Intra, Perc",854,045867539-3,7,Promethazine Hydrochloride,McKesson Packaging Services Business Unit of McKesson Corporation
HAND SANITIZER,"Supplement L Low Arm & Wrist Tendon w Autol Sub, Perc Endo",22,972857680-3,10,ICING,"Yusef Manufacturing Laboratories, LLC"
STAVUDINE,"Drainage of Left Occipital Bone, Open Approach",912,283646547-6,8,STAVUDINE,REMEDYREPACK INC.
Octinoxate,"Drainage of Right Sphenoid Sinus, Percutaneous Approach",693,652690429-7,5,Giorgio Armani Maestro,L'Oreal USA Products Inc
Captopril,"Reposition Right Hip Muscle, Perc Endo Approach",316,937891672-4,2,Captopril,Major Pharmaceuticals
glipizide,"Reposition L Finger Phalanx with Ext Fix, Perc Endo Approach",289,029734003-4,6,Glucotrol,Roerig
OXYGEN,Osteopathic Treatment of Low Extrem w Articulatory Raising,871,748286962-X,10,OXYGEN,A.V. Pulmonary Care
Losartan Potassium and Hydrochlorothiazide,"Removal of Synth Sub from Up Intest Tract, Via Opening",355,887562938-2,8,Losartan Potassium and Hydrochlorothiazide,Apotex Corp.
Nicotine Polacrilex,"Excision of Left Radial Artery, Perc Endo Approach",777,666152434-0,7,Nicotine,Walgreen Company
"TITANIUM DIOXIDE, OCTINOXATE, ZINC OXIDE","Repair Left Subclavian Artery, Percutaneous Approach",343,534825407-X,9,THE YEON LOTUS FLOWER BC CUSHION PACT,"The Yeon Co., Ltd."
Doxazosin Mesylate,"Reposition Left Sphenoid Bone, Percutaneous Approach",27,888340695-8,2,Doxazosin Mesylate,REMEDYREPACK INC.
diltiazem hydrochloride,"Release Left Upper Lung Lobe, Percutaneous Approach",232,384649868-8,8,Tiazac Extended Release,Cardinal Health
DOCUSATE SODIUM,"Occlusion of Right Temporal Artery, Perc Endo Approach",390,617739390-X,4,Stool Softener,Freds Inc
Diltiazem Hydrochloride,"Replacement of R Femur Shaft with Synth Sub, Perc Approach",475,307669182-1,6,Diltiazem Hydrochloride,REMEDYREPACK INC.
OCTINOXATE and TITANIUM DIOXIDE,"Drainage of R Up Extrem Bursa/Lig, Open Approach, Diagn",657,790379907-X,9,NARS PURE RADIANT TINTED MOISTURIZER,NARS Cosmetics
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE","Revision of Autol Sub in L Ulna, Extern Approach",821,934968523-X,9,DYSPEPSIA,Natural Health Supply
Ketotifen Fumarate,"Revision of Nonaut Sub in L Rib, Extern Approach",617,342895411-4,5,Eye Itch Relief,CVS Pharmacy
Saltbush,"Fragmentation in Common Bile Duct, Open Approach",992,925012954-8,4,Saltbush,"Nelco Laboratories, Inc."
oxybutynin chloride,"Release Sacrococcygeal Joint, Percutaneous Approach",728,771121412-X,5,Ditropan,"Janssen Pharmaceuticals, Inc."
Titanium Dioxide,"Supplement Left Breast with Autol Sub, Extern Approach",681,431616703-0,10,4 in 1 Pressed Mineral SPF 15 Porcelain,PUR MINERALS
"Avena Sativa Flowering Top, Capsicum, Strychnos Nux-Vomica Seed, Veratrum Album Root, and Zinc","Restrict of L Verteb Art with Bioact Intralum, Perc Approach",830,391580283-2,3,Drink Ease,LC Industries
SPF 40,"Supplement Right Cornea with Nonaut Sub, Open Approach",465,285618401-4,3,Sunscreen,CA-BOTANA INTERNATIONAL
solifenacin succinate,"Insertion of Monitor Dev into Pancreat Duct, Via Opening",918,534077621-2,2,VESIcare,"Physicians Total Care, Inc."
Anticoagulant Citrate Phosphate Dextrose (CPD) Solution and ADSOL Preservation Solution,"Supplement Up Esophag with Nonaut Sub, Perc Endo Approach",76,903060071-3,4,ADSOL Red Cell Preservation Solution System in Plastic Container (PL 146 Plastic),"Fenwal, Inc."
Baclofen,"Supplement R Pulm Art with Autol Sub, Perc Endo Approach",993,448430504-6,10,Baclofen,"Preferred Pharmaceuticals, Inc"
Cyclopentolate Hydrochloride,"Insertion of Infusion Device into Bladder, Open Approach",450,991969036-8,9,Cyclopentolate Hydrochloride,"Akorn, Inc."
amoxicillin and clavulanate potassium,"Extirpation of Matter from Thymus, Percutaneous Approach",971,229222533-6,4,AUGMENTIN,Dr Reddys Laboratories Inc
"Acetaminophen, Diphenhydramine HCl and Phenylephrine HCl",Hyperthermia of Mandible,424,045634402-0,1,Allergy Plus Sinus Headache,"GREENBRIER INTERNATIONAL, INC."
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, and OXYBENZONE","Bypass R Fem Art to Foot Art w Autol Art, Perc Endo",371,920459116-1,8,GENTLE REJUVENATION FORTIFIED SUNSCREEN BROAD SPECTRUM SPF 30 WITH VITAMIN C,"Obagi Medical Products, Inc., a division of Valeant Pharmaceutcals North America LLC."
lisinopril,"Removal of Int Fix from L Radius, Perc Endo Approach",482,415790204-1,5,lisinopril,"Eon Labs, Inc."
Olanzapine,"Drainage of Left Brachial Vein, Perc Endo Approach",660,762828476-0,4,Olanzapine,"Dispensing Solutions, Inc."
"OCTINOXATE, OXYBENZONE","Release Right Palatine Bone, Perc Endo Approach",578,398854299-7,2,LBEL EFFET PARFAIT Spots Reducing Effect Foundation SPF 18 - OBSCURE 8A,"Ventura International, LTD"
Isopropyl Alcohol,"Supplement Left Hip Muscle with Synth Sub, Open Approach",931,693433692-5,1,Alcohol Prep Pad,"Jiangsu Province JianErKang Medical Dressing Co. ,Ltd."
Paroxetine Hydrochloride,"Dilate of 2 Cor Art with Drug-elut Intra, Perc Endo Approach",869,419526193-7,10,PAROXETINE,Lake Erie Medical DBA Quality Care Products LLC
NAFCILLIN,"Restriction of R Renal Art with Intralum Dev, Open Approach",8,538033626-4,6,NAFCILLIN,Baxter Healthcare Corporation
Number Fourteen Grass Mixture,"Excision of Left Knee Region, Percutaneous Approach, Diagn",217,570785012-0,2,Number Fourteen Grass Mixture,"Antigen Laboratories, Inc."
ALLYLTHIOUREA,"Reposition L Humeral Head w Monopln Ext Fix, Perc Endo",152,661327118-7,1,Ringing in Ears,Natural Health Supply
Octinoxate and Titanium dioxide,"Supplement Right Maxilla with Synth Sub, Perc Endo Approach",317,210532299-9,8,CLE DE PEAU BEAUTE SILKY FOUNDATION I,"SHISEIDO CO., LTD."
alendronate sodium,"Reposition Left Metacarpocarpal Joint, Perc Endo Approach",729,894429167-5,10,Fosamax,"Physicians Total Care, Inc."
White Petrolatum,"Revision of Synth Sub in R Up Femur, Perc Endo Approach",366,477397057-X,10,Pure petroleum,Dolgencorp LLC
Citalopram Hydrobromide,"Supplement R Metatarsal with Nonaut Sub, Perc Endo Approach",761,665287270-6,3,Citalopram Hydrobromide,State of Florida DOH Central Pharmacy
"AMMONIA, LIDOCAINE HYDROCHLORIDE ANHYDROUS, TRIAMCINOLONE ACETONIDE, POVIDONE-IODINE","Reposition Left Hip Joint, Percutaneous Endoscopic Approach",803,434006999-X,8,Interarticular Joint Kit,"Asclemed USA, Inc."
Rosuvastatin calcium,"Insertion of Monitor Dev into Up Art, Perc Endo Approach",505,214592357-8,8,CRESTOR,AstraZeneca Pharmaceuticals LP
"ZINC OXIDE, TITANIUM DIOXIDE","Dilate of L Popl Art with 2 Intralum Dev, Perc Endo Approach",292,875073258-7,5,Natural SUN,"Raining Rose, Inc."
fluocinolone acetonide,"Removal of Autol Sub from R Shoulder Jt, Open Approach",542,420387385-1,1,Derma-Smoothe/FS,"Physicians Total Care, Inc."
donepezil hydrochloride,Planar Nucl Med Imag of Pelvic Region using Iodine 131,33,820675285-4,8,Donepezil Hydrochloride,Sandoz Inc
Nortriptyline Hydrochloride,"Alteration of R Ext Ear with Nonaut Sub, Perc Approach",632,303756337-0,2,Nortriptyline Hydrochloride,Proficient Rx LP
castor oil,"Repair Buttock Skin, External Approach",140,190506893-X,9,castor oil,"Paddock Laboratories, LLC"
MIPOMERSEN SODIUM,"Extirpation of Matter from Sup Mesent Vein, Open Approach",402,165008355-6,5,Kynamro,Genzyme Corporation
levetiracetam,"Repair Left Superior Parathyroid Gland, Perc Approach",877,514956124-X,10,Keppra,"PD-Rx Pharmaceuticals, Inc."
"Acetaminophen, Dextromethorphan Hydrobromide, Doxylamine Succinate","Excision of Right Posterior Tibial Artery, Perc Approach",525,052241073-1,5,Night Time Cherry,Nash-Finch Company
DIVALPROEX SODIUM EXTENDED-RELEASE,"Removal of Drain Dev from Endocrine Gland, Open Approach",954,933190289-1,8,DIVALPROEX SODIUM EXTENDED-RELEASE,Cardinal Health
Longleaf Pine,"Drainage of Right Thumb Phalanx, Percutaneous Approach",669,333163682-7,4,Longleaf Pine,"Nelco Laboratories, Inc."
carvedilol phosphate,"Occlusion of R Peroneal Art with Extralum Dev, Perc Approach",862,689588821-7,7,COREG,Carilion Materials Management
Warfarin Sodium,"Excision of Lower Jaw, Perc Endo Approach, Diagn",135,976899053-8,5,Warfarin Sodium,"Aphena Pharma Solutions - Tennessee, LLC"
TRICLOSAN,"Division of Right Hip Tendon, Percutaneous Approach",440,885331302-1,7,CARE ONE,AMERICAN SALES COMPANY
Dimethicone,"Removal of Nonaut Sub from Diaphragm, Perc Endo Approach",984,002230280-8,5,Cellisys EX Wrinkle Solution Emulsion,"DN Company Co., Ltd."
Nigrospora,"Supplement Right Breast with Synth Sub, Perc Approach",618,954145652-9,5,Nigrospora,"Antigen Laboratories, Inc."
EUCALYPTOL,"Excision of Left Lower Leg Tendon, Open Approach",278,973862816-4,1,Antiseptic Mouth Rinse,"Chain Drug Consortium, LLc"
ALCOHOL,"Bypass Innom Art to Bi Low Arm Art w Autol Vn, Open",368,428210616-6,7,HAND SANITIZER,"NINGBO JIANGBEI OCEAN STAR TRADING CO.,LTD"
Peppermint Candy Cane Lip Balm,"Release Right Femoral Artery, Percutaneous Approach",464,676790230-6,4,Webb Candy,Webb Candy
PRAMOXINE HYDROCHLORIDE,"Drainage of Right Breast, Open Approach, Diagnostic",467,080464645-7,3,Bikini Zone MEDICATED After Shave Fresh Scent,"CCA Industries, Inc."
Bacitracin Zinc,"Removal of Drainage Device from Occip Jt, Extern Approach",915,278935009-4,5,Safeway,Safeway Inc.
Glimepiride,"Destruction of Right Occipital Bone, Perc Endo Approach",465,867855964-0,5,Glimepiride,"Carlsbad Technology, Inc."
Cephalexin,"Occlusion of Upper Artery, Open Approach",69,411117550-3,7,Cephalexin,"Preferred Pharmaceuticals, Inc."
Ethanol,"Reposition Left Lower Leg Muscle, Perc Endo Approach",206,235246384-X,4,Smart San Hand Sanitizer Spray Fragrenace-Free,"Best Sanitizers, Inc"
Lidocaine,"Dilate L Fem Art w Drug-elut Intra, Drug Blln, Perc Endo",734,817627961-7,10,Simply Numb Endure,Golden Touch LLC
venlafaxine,"Reposition Right Wrist Joint with Int Fix, Open Approach",63,839960289-2,5,venlafaxine,"Trigen Laboratories, LLC"
RANITIDINE,"Reposition Right Hip Joint with Int Fix, Perc Approach",129,795547474-0,5,RANITIDINE,STAT Rx USA LLC
Oxytocin,"Dilation of Splenic Artery, Percutaneous Endoscopic Approach",593,501818711-5,10,Oxytocin,Cantrell Drug Company
Hackberry,"Dilation of Celiac Artery with Intralum Dev, Perc Approach",591,352764662-0,7,CELTIS OCCIDENTALIS POLLEN,"ALK-Abello, Inc."
Plantain English,"Excision of Papillary Muscle, Percutaneous Approach",88,562555652-0,5,PLANTAGO LANCEOLATA POLLEN,"ALK-Abello, Inc."
Octinoxate and Oxybenzone,"Bypass L Less Saphenous to Low Vein w Nonaut Sub, Perc Endo",672,806156493-9,4,LBEL Couleur Luxe Rouge Amplifier XP amplifying SPF 15,Ventura Corporation LTD
Aspirin,"Reposition Right Upper Eyelid, External Approach",55,501434089-X,4,Low Dose Aspirin,"Time-Cap Labs, Inc"
"Hyddrastis canadensis, Senna, Agaricus muscarius, Arnica montana, Baptisia tinctoria, Cuprum metallicum, Nitricum acidum,","Drainage of Right Sacroiliac Joint, Perc Endo Approach",520,101556657-X,4,5 Large Intestine,Apotheca Company
"octinoxate, octisalate, octocrylene, oxybenzone, titanium dioxide","Supplement R Shoulder Jt with Synth Sub, Perc Endo Approach",129,049219630-3,9,Cetaphil Daily Facial Moisturizer SPF 50,"Galderma Laboratories, L.P."
lidocaine HCl,"Revision of Autol Sub in Up Tendon, Perc Endo Approach",588,887076334-X,8,REGENECARE HA,"MPM Medical, Inc."
